N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;A2;atomic_mass;atomic_mass_unc;delta;delta_I4;bind_ene_total;bind_ene_teo;bind_ene_teo_total;Diff_bind_ene;Diff_bind_ene_total;atomic_mass_teo;atomic_mass_calc;Diff_atomic_mass;mass_excess_calc;Diff_mass_excess;bind_ene_calc;Diff_bind_ene_calcs;B_e;M_N_teo;M_N_exp;Diff_nuclear_mass
-4;18;22;40;Ti;-8850.384;160.000;7.862286;4.000;-21020;340;39;37250.9137634337;0.15999994771367324;-1;1;314.49144;7.870472762085174;314.81891048340697;-0.008186762085173882;-0.3274704834069553;37250.58633288221;37250.91380336562;-3.993191785411909e-05;-8850.385366297185;0.001366297185086296;7.862286998297895;-9.982978950162646e-07;0.02335285937035907;37239.367708826394;37239.69513937789;0.3274305514933076
-6;17;23;40;V;12170.0;300;7.317;7;*;;40;37271.9341192651;0.29994110139783997;1;-1;292.68;7.255262391382504;290.2104956553002;0.06173760861749589;2.4695043446998284;37274.41240110773;37271.94289676303;-0.00877749793289695;12169.970465099414;0.029534900586440926;7.31721943744833;-0.00021943744832952916;0.025974141262878874;37262.685399383125;37260.20711754049;-2.4782818426319864
15;28;13;41;Al;33420.0;500;7.008;12;21300;747;41;38224.678397973265;0.50021233369764;0;0;287.328;6.61335926480689;271.1477298570825;0.3946407351931098;16.180270142917493;38240.864054647325;38224.68378450441;-0.005386531141994055;33420.14545326313;-0.14545326313236728;7.008131378808374;-0.00013137880837366112;0.006636320783722985;38234.22770460913;38218.04204793507;-16.185656674060738
-3;19;22;41;Ti;-15697.537;27.945;8.034388;0.682;-16018;202;40;38175.56071388411;0.027944823111599997;0;0;329.409908;8.05238762283123;330.1478925360804;-0.0179996228312298;-0.7379845360804325;38174.82277254509;38175.56075708117;-4.319706204114482e-05;-15697.538635889523;0.0016358895227313042;8.034389053586914;-1.0535869137129339e-06;0.02335285937035907;38163.60414848928;38164.34208982829;0.7379413390153786
-5;18;23;41;V;320.0;200;7.625;5;*;;41;38191.57868649168;0.20027123229979998;0;0;312.625;7.608903869099515;311.9650586330801;0.016096130900485228;0.6599413669198952;38192.223259845516;38191.5633184786;0.015368013082479592;320.43397167813896;-0.43397167813895976;7.624625170412623;0.0003748295873773344;0.025974141262878874;38180.49625812091;38179.851684767076;-0.6445733538348577
16;29;13;42;Al;40100.0;600;6.874;14;23630;781;42;39162.85224591104;0.5998822027956799;1;-1;288.70799999999997;6.373035953138544;267.66751003181884;0.5009640468614558;21.040489968181134;39183.90969618815;39162.86920621997;-0.016960308930720203;40099.88967103887;0.11032896112737944;6.874403816879273;-0.00040381687927304455;0.006636320783722985;39177.27334614996;39156.21589587285;-21.057450277112366
14;28;14;42;Si;16470.0;500;7.418;12;15460;591;42;39139.22210348787;0.50021233369764;-1;1;311.556;7.124312763264537;299.2211360571105;0.2936872367354635;12.334863942889456;39151.57372356027;39139.238859617384;-0.016756129516579676;16469.74724786965;0.2527521303491085;7.418398955464606;-0.0003989554646057769;0.00792266880742038;39144.42766091942;39132.076040847016;-12.35162007240433
-2;20;22;42;Ti;-25104.674;0.277;8.259247;0.007;-17485;196;41;39097.64767914351;0.00027665374880484;-1;1;346.888374;8.283765620712508;347.9181560699253;-0.024518620712507655;-1.029782069925318;39096.6179307268;39097.64771279673;-3.3653217542450875e-05;-25104.677096489417;0.003096489417657722;8.259247801267131;-8.012671308677e-07;0.02335285937035907;39085.39930667099;39086.4290550877;1.0297484167094808
-4;19;23;42;V;-7620.0;196;7.824;5;-14350;445;41;39115.13273447157;0.1956137617812;1;-1;328.608;7.8223520249485095;328.5387850478374;0.0016479750514903913;0.06921495216261064;39115.214955146315;39115.14574019415;-0.01300572258332977;-7619.62176843236;-0.37823156763988663;7.824309660061512;-0.00030966006151178505;0.025974141262878874;39103.48795342171;39103.40573274696;-0.08222067474707728
-6;18;24;42;Cr;6730.0;400;7.464;10;*;;42;39129.48240113937;0.39961097049587996;-1;1;313.488;7.422135812608916;311.7297041295745;0.04186418739108433;1.7582958704255134;39131.241689462004;39129.48339359158;-0.0009924522091750987;6730.04489937538;-0.04489937537982769;7.464023629814446;-2.3629814445591535e-05;0.028759666096020087;39119.006474311536;39117.247185988905;-1.759288322631619
