N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;atomic_mass;atomic_mass_unc;delta;bind_ene_teo;Diff_bind_ene;Delta_2n;Delta_2p
39;115;76;191;Os;-36395.239;0.659;7.9505687;0.0035;313.5873;1.1410;960928.105;0.707;0;8.189351087552291;-0.2387823875522912;-0.0018628999999990015;-0.013349899999999693
37;114;77;191;Ir;-36708.826;1.310;7.948114400000001;0.0069;-1010.4903;3.6360;960591.455;1.406;0;8.19421196286035;-0.24609756286035012;-0.002072800000000541;-0.010253500000001914
35;113;78;191;Pt;-35698.336;4.127;7.9387279;0.0216;-1900.4257;6.4260;961676.261;4.430;0;8.192785217265959;-0.2540573172659588;-0.002263799999999705;-0.006479899999999539
33;112;79;191;Au;-33797.910;4.926;7.9246818999999995;0.0258;-3206.0616;22.7103;963716.452;5.288;0;8.185070850769113;-0.26038895076911395;-0.003211399999998754;-0.007997899999998559
31;111;80;191;Hg;-30591.849;22.280;7.9038002;0.1167;-4308.8981;23.4609;967158.301;23.918;0;8.17106886336982;-0.26726866336982;-0.0027081999999998274;-0.012096500000000177
29;110;81;191;Tl;-26282.951;7.349;7.8771445;0.0385;-5991.7073;9.8864;971784.093;7.889;0;8.150779255068073;-0.27363475506807333;-0.0026740999999992354;-0.015129599999999854
27;109;82;191;Pb;-20291.243;6.613;7.8416782000000005;0.0346;-7051.8922;9.9895;978216.455;7.099;0;8.124202025863877;-0.28252382586387625;-0.002957100000000601;-0.012486200000000558
25;108;83;191;Bi;-13239.351;7.487;7.8006613;0.0392;-8170.6205;10.3201;985786.972;8.037;0;8.09133717575723;-0.29067587575723053;-0.0031509000000005116;-0.007942299999998959
23;107;84;191;Po;-5068.731;7.103;7.753787099999999;0.0372;-8932.6440;17.5997;994558.494;7.624;0;8.052184704748132;-0.2983976047481329;-0.002491099999998525;-0.005421299999998297
21;106;85;191;At;3863.913;16.103;7.7029233;0.0843;*;;004148.081;17.287;0;8.006744612836583;-0.30382131283658254;;
46;119;73;192;Ta;-23100;400;7.894;2;6520;447;975201;429;1;8.116654504077117;-0.2226545040771164;-0.001000000000000334;
44;118;74;192;W;-29620;200;7.924;1;1969;212;968202;215;-1;8.15076441576647;-0.22676441576647033;-0.0014969000000011334;-0.010976800000000786
42;117;75;192;Re;-31588.828;70.794;7.9302389;0.3687;4293.4750;70.8314;966088.000;76.000;1;8.161808507691951;-0.23156960769195134;-0.001701900000000478;-0.009989299999999979
40;116;76;192;Os;-35882.303;2.314;7.948526;0.0121;-1046.6722;2.3962;961478.765;2.484;-1;8.183465545556283;-0.2349395455562826;-0.002924100000000429;-0.013606900000000977
38;115;77;192;Ir;-34835.631;1.314;7.9389999;0.0068;1452.8946;2.2739;962602.414;1.410;1;8.182056763656737;-0.2430568636567374;-0.0018095999999996337;-0.009449499999999666
36;114;78;192;Pt;-36288.525;2.570;7.9424923;0.0134;-3516.3415;15.6174;961042.667;2.758;-1;8.191260927696042;-0.2487686276960428;-0.0025484999999996205;-0.008282499999999082
34;113;79;192;Au;-32772.184;15.827;7.9201033;0.0824;-760.7028;22.1777;964817.615;16.991;1;8.177399271971472;-0.25729597197147225;-0.002597699999999925;-0.008983800000000208
32;112;80;192;Hg;-32011.481;15.537;7.9120666;0.0809;-6139.2324;35.2767;965634.263;16.679;-1;8.174150562185753;-0.2620839621857529;-0.002518400000000476;-0.01222100000000026
30;111;81;192;Tl;-25872.249;31.671;7.8760167;0.1650;-3320.4029;32.1843;972225.000;34.000;1;8.147836032636159;-0.27181933263615843;-0.0024778000000003075;-0.0140034
28;110;82;192;Pb;-22551.846;5.726;7.8546482;0.0298;-9017.3089;30.6518;975789.598;6.147;-1;8.132134449025417;-0.27748624902541685;-0.002748899999999388;-0.012984299999999394
26;109;83;192;Bi;-13534.537;30.112;7.8036084;0.1568;-5468.0534;31.9348;985470.077;32.326;1;8.093367045650796;-0.2897586456507959;-0.0026973999999988507;-0.008951899999999569
24;108;84;192;Po;-8066.483;10.634;7.7710542;0.0554;-10992.2252;29.8328;991340.274;11.416;-1;8.065212588215028;-0.2941583882150276;-0.003361100000000228;-0.005982900000000235
22;107;85;192;At;2925.742;27.873;7.7097283;0.1452;*;;003140.912;29.922;1;8.013992311015384;-0.30426401101538403;;
47;120;73;193;Ta;-20810;400;7.883;2;5380;447;977660;429;0;8.104110493274053;-0.22111049327405308;;
45;119;74;193;W;-26190;200;7.907;1;4042;204;971884;215;0;8.131725794030318;-0.22472579403031823;-0.001564099999999513;
43;118;75;193;Re;-30231.641;39.123;7.9239378;0.2027;3162.7597;39.1915;967545.000;42.000;0;8.153174921796275;-0.22923712179627476;-0.0029167999999994976;-0.01195959999999996
41;117;76;193;Os;-33394.401;2.320;7.9362716;0.0120;1141.9038;2.4000;964149.637;2.490;0;8.16845787657192;-0.2321862765719187;-0.004229600000001277;-0.014554300000000353
39;116;77;193;Ir;-34536.305;1.327;7.938134600000001;0.0069;-56.6276;0.2997;962923.753;1.425;0;8.177574658357255;-0.23944005835725424;-0.003238800000000097;-0.010932600000000292
37;115;78;193;Pt;-34479.677;1.359;7.9337875;0.0070;-1074.8477;8.7676;962984.546;1.458;0;8.180525267152278;-0.24673776715227813;-0.0022941000000002987;-0.007608300000000234
35;114;79;193;Au;-33404.829;8.674;7.9241648;0.0449;-2342.6641;14.3702;964138.442;9.311;0;8.177309702956993;-0.25314490295699343;-0.002269899999999936;-0.009485899999998715
33;113;80;193;Hg;-31062.165;15.505;7.907973;0.0803;-3584.9466;16.8938;966653.395;16.645;0;8.167927965771401;-0.2599549657714011;-0.002747799999999856;-0.013153400000000204
31;112;81;193;Tl;-27477.218;6.707;7.8853445;0.0348;-5247.9637;12.2808;970501.994;7.200;0;8.152380055595495;-0.26703555559549486;-0.002815200000000573;-0.015249200000001295
29;111;82;193;Pb;-22229.255;10.288;7.8540994;0.0533;-6344.6913;12.7761;976135.914;11.044;0;8.13066597242928;-0.27656657242928073;-0.002455899999999289;-0.013083100000000236
27;110;83;193;Bi;-15884.563;7.576;7.8171718;0.0393;-7559.2614;16.3874;982947.220;8.132;0;8.102785716272757;-0.2856139162727578;-0.002924399999999494;-0.009107699999999497
25;109;84;193;Po;-8325.302;14.531;7.773951;0.0753;-8257.9789;26.0594;991062.421;15.599;0;8.068739287125924;-0.29478828712592353;-0.0027994000000015618;-0.005839700000000114
23;108;85;193;At;-67.323;21.632;7.7271099;0.1121;-9110.2435;33.1444;999927.725;23.222;0;8.02852668498878;-0.30141678498877944;-0.003205100000000627;
21;107;86;193;Rn;9042.920;25.112;7.675853;0.1301;*;;009707.973;26.958;0;7.982147909861324;-0.30629490986132435;;
48;121;73;194;Ta;-17130;500;7.865;3;7280;583;981610;537;1;8.082656617555143;-0.21765661755514287;;
46;120;74;194;W;-24410;300;7.899;2;2850;361;973795;322;-1;8.120446383306078;-0.2214463833060778;-0.0019999999999997797;
44;119;75;194;Re;-27260;200;7.909;1;5175;200;970735;215;1;8.13554968617818;-0.2265496861781804;-0.0017610999999995158;-0.009851299999999341
42;118;76;194;Os;-32435.176;2.403;7.9320232;0.0124;96.6000;2.0000;965179.407;2.579;-1;8.161125830816887;-0.22910263081688775;-0.003290299999999746;-0.013516699999999382
40;117;77;194;Ir;-32531.776;1.332;7.9284885;0.0069;2228.3252;1.2569;965075.703;1.429;1;8.164015512576762;-0.23552701257676212;-0.00382840000000062;-0.011882800000000415
38;116;78;194;Pt;-34760.101;0.496;7.935942;0.0026;-2548.1518;2.1174;962683.498;0.532;-1;8.177378036103246;-0.24143603610324593;-0.0028620000000003643;-0.008987999999999552
36;115;79;194;Au;-32211.950;2.118;7.9187744;0.0109;-27.9978;3.5809;965419.051;2.273;1;8.168054096750891;-0.24927969675089123;-0.002590200000000209;-0.01025890000000107
34;114;80;194;Hg;-32183.952;2.888;7.9145974;0.0149;-5246.4542;14.2677;965449.108;3.100;-1;8.169202999165146;-0.2546055991651457;-0.002758199999999711;-0.013365099999999686
32;113;81;194;Tl;-26937.498;13.972;7.8835211;0.0720;-2729.6315;22.3433;971081.408;15.000;1;8.147665438700566;-0.2641443387005653;-0.00273550000000089;-0.015038000000000551
30;112;82;194;Pb;-24207.866;17.435;7.8654181;0.0899;-8184.8462;18.2094;974011.788;18.717;-1;8.136600720002594;-0.27118262000259374;-0.0028506000000003695;-0.014025100000000457
28;111;83;194;Bi;-16023.020;5.252;7.8191955;0.0271;-5018.4029;13.9386;982798.581;5.638;1;8.102849538425787;-0.2836540384257864;-0.002881700000000542;-0.010374200000000222
26;110;84;194;Po;-11004.617;12.911;7.7892947;0.0666;-10288.1273;26.8153;988186.058;13.860;-1;8.079571198615588;-0.29027649861558746;-0.002790700000000257;-0.005975199999999958
24;109;85;194;At;-716.490;23.502;7.732230400000001;0.1211;-6441.1134;28.8079;999230.816;25.230;1;8.033606395926553;-0.30137599592655206;-0.0027324000000010784;
22;108;86;194;Rn;5724.624;16.659;7.6949961;0.0859;*;;006145.636;17.884;-1;7.998114435004126;-0.3031183350041262;;
47;121;74;195;W;-20740;300;7.881;2;4820;424;977735;322;0;8.10030224526627;-0.2193022452662703;-0.002000000000000668;
45;120;75;195;Re;-25560;300;7.901;2;3951;305;972560;322;0;8.125598984447247;-0.22459898444724757;-0.001062199999999791;-0.009999699999999834
43;119;76;195;Os;-29511.596;55.890;7.9177449;0.2866;2180.7220;55.9055;968318.000;60.000;0;8.144847392128677;-0.22710249212867684;-0.0022181999999988378;-0.012518399999999374
41;118;77;195;Ir;-31692.318;1.333;7.9249160000000005;0.0068;1101.5601;1.2637;965976.898;1.431;0;8.158047468310555;-0.2331314683105541;-0.002697100000000674;-0.010239400000000565
39;117;78;195;Pt;-32793.878;0.503;7.926553;0.0026;-226.8175;0.9998;964794.325;0.540;0;8.165199212992881;-0.23864621299288125;-0.0033471000000000473;-0.008194200000000151
37;116;79;195;Au;-32567.061;1.119;7.9213778;0.0057;-1553.7190;23.1562;965037.823;1.201;0;8.166302626175659;-0.2449248261756587;-0.0029360000000000497;-0.01104849999999935
35;115;80;195;Hg;-31013.342;23.142;7.909398;0.1187;-2858.0499;25.6707;966705.809;24.843;0;8.161357707858889;-0.2519597078588882;-0.0021828000000008174;-0.013726300000000968
33;114;81;195;Tl;-28155.292;11.126;7.8907293;0.0571;-4417.2524;12.2333;969774.052;11.944;0;8.150364458042567;-0.25963515804256687;-0.0025415999999998107;-0.0156590000000012
31;113;82;195;Pb;-23738.039;5.088;7.8640647;0.0261;-5712.4729;7.3370;974516.167;5.461;0;8.133322876726696;-0.26925817672669616;-0.002747800000000744;-0.014442800000000311
29;112;83;195;Bi;-18025.567;5.287;7.8307579;0.0271;-6908.9121;8.0284;980648.759;5.675;0;8.110232963911274;-0.2794750639112742;-0.0027092000000008554;-0.010153899999999716
27;111;84;195;Po;-11116.655;6.042;7.7913155;0.0310;-7646.3554;11.3199;988065.781;6.486;0;8.081094719596305;-0.2897792195963049;-0.0029663999999991475;-0.0064125999999999905
25;110;85;195;At;-3470.299;9.573;7.7480914;0.0491;-8520.5842;52.5650;996274.480;10.276;0;8.045908143781785;-0.2978167437817856;-0.0030554999999994337;-0.00524699999999978
23;109;86;195;Rn;5050.285;51.686;7.7003841;0.2651;*;;005421.703;55.487;0;8.004673236467713;-0.3042891364677134;-0.0027962000000005816;
48;122;74;196;W;-18740;400;7.872;2;3620;500;979882;429;-1;8.08782974435408;-0.21582974435407998;;
46;121;75;196;Re;-22360;300;7.886;2;5918;303;975996;322;1;8.106827363480853;-0.2208273634808533;-0.002000000000000668;-0.009999999999999787
44;120;76;196;Os;-28277.123;40.055;7.9122300999999995;0.2044;1158.3989;55.4951;969643.261;43.000;-1;8.13616079505447;-0.22393069505447105;-0.0024369999999995784;-0.011308999999998903
42;119;77;196;Ir;-29435.522;38.414;7.9141487;0.1960;3209.0164;38.4111;968399.669;41.239;1;8.143176977850448;-0.229028277850448;-0.002808899999999781;-0.010729900000000292
40;118;78;196;Pt;-32644.538;0.510;7.9265297;0.0026;-1505.8204;2.9605;964954.648;0.547;-1;8.16052897309327;-0.23399927309326962;-0.002966199999999475;-0.009482999999999464
38;117;79;196;Au;-31138.718;2.962;7.9148553;0.0151;687.2263;3.1176;966571.213;3.179;1;8.155563719558447;-0.24070841955844724;-0.0023686999999998903;-0.010921000000000625
36;116;80;196;Hg;-31825.944;2.946;7.91437;0.0150;-4329.3455;12.4627;965833.445;3.163;-1;8.16093427847047;-0.2465642784704709;-0.002589399999999742;-0.0138284999999998
34;115;81;196;Tl;-27496.598;12.109;7.88829;0.0618;-2148.3639;14.3556;970481.189;13.000;1;8.143987588604853;-0.25569758860485337;-0.0027577999999994773;-0.01659329999999848
32;114;82;196;Pb;-25348.234;7.710;7.8733374000000005;0.0393;-7339.2020;25.6160;972787.552;8.277;-1;8.137376711186079;-0.26403931118607815;-0.002287200000000489;-0.014516300000001259
30;113;83;196;Bi;-18009.032;24.428;7.8319009;0.1246;-4540.3012;25.0142;980666.509;26.224;1;8.108448584989661;-0.2765476849896613;-0.003393999999999231;-0.010936099999999449
28;112;84;196;Po;-13468.731;5.383;7.8047445;0.0275;-9555.5564;30.7105;985540.722;5.778;-1;8.089856271240091;-0.285111771240091;-0.002633200000000002;-0.006346399999999086
26;111;85;196;At;-3913.175;30.235;7.7520001;0.1543;-5888.3439;33.3417;995799.034;32.458;1;8.048946708712876;-0.2969466087128758;-0.00242519999999935;-0.005617400000000217
24;110;86;196;Rn;1975.169;14.054;7.7179660000000005;0.0717;*;;002120.431;15.087;-1;8.018372958632506;-0.30040695863250555;-0.0032114000000005305;
49;123;74;197;W;-14870;400;7.853;2;5480;500;984036;429;0;8.06665843046283;-0.2136584304628304;;
47;122;75;197;Re;-20350;300;7.877;2;4729;361;978153;322;0;8.09564489648868;-0.2186448964886809;-0.0030000000000001137;
45;121;76;197;Os;-25080;200;7.897;1;3185;201;973076;215;0;8.118697409174636;-0.2216974091746362;-0.0022551000000010646;-0.0106989000000004
43;120;77;197;Ir;-28264.123;20.110;7.9090003;0.1021;2155.6519;20.1061;969657.217;21.588;0;8.135815968520703;-0.226815668520703;-0.001877999999998714;-0.010062699999999758
41;119;78;197;Pt;-30419.775;0.536;7.9159714;0.0027;719.9769;0.5022;967343.030;0.575;0;8.14700057452688;-0.23102917452687954;-0.0030887000000001663;-0.008918500000000051
39;118;79;197;Au;-31139.751;0.542;7.9156548;0.0028;-599.5206;3.2022;966570.103;0.581;0;8.152251227193164;-0.2365964271931631;-0.002993900000000771;-0.01251630000000059
37;117;80;197;Hg;-30540.231;3.207;7.9086402;0.0163;-2186.0092;13.9478;967213.715;3.442;0;8.151567926519558;-0.24292772651955818;-0.0026029999999988007;-0.014990799999999638
35;116;81;197;Tl;-28354.222;13.575;7.8935725;0.0689;-3608.8367;14.3969;969560.492;14.573;0;8.144950672506061;-0.25137817250606087;-0.002538400000000607;-0.016244000000001257
33;115;82;197;Pb;-24745.385;4.804;7.8712822;0.0244;-5058.1894;9.6190;973434.737;5.157;0;8.132399465152675;-0.2611172651526754;-0.002763099999999241;-0.015508199999999306
31;114;83;197;Bi;-19687.196;8.333;7.8416348;0.0423;-6294.1172;12.9103;978864.927;8.946;0;8.113914304459396;-0.2722795044593962;-0.0029884999999998385;-0.011051999999998507
29;113;84;197;Po;-13393.078;9.861;7.8057136;0.0501;-7037.8235;12.6871;985621.939;10.585;0;8.089495190426227;-0.2837815904262273;-0.0024535000000005525;-0.006305699999999526
27;112;85;197;At;-6355.255;7.983;7.7660174;0.0405;-7865.6231;18.0538;993177.353;8.570;0;8.059142123053167;-0.2931247230531673;-0.0024550999999997103;-0.006016999999999939
25;111;86;197;Rn;1510.368;16.193;7.722118999999999;0.0822;-8743.5996;58.7110;001621.446;17.383;0;8.022855102340216;-0.30073610234021686;-0.0027970999999986645;
23;110;87;197;Fr;10253.968;56.434;7.673764;0.2865;*;;011008.086;60.584;0;7.980634128287374;-0.3068701282873736;;
48;123;75;198;Re;-16990;400;7.861;2;6610;447;981760;429;1;8.075806367304668;-0.21480636730466873;;
46;122;76;198;Os;-23600;200;7.89;1;2110;283;974664;215;-1;8.108742600395468;-0.21874260039546822;-0.000769899999999879;-0.008801399999999404
44;121;77;198;Ir;-25710;200;7.897;1;4194;200;972399;215;1;8.11972102858088;-0.22272102858087983;-0.0018513000000002222;-0.00950849999999992
42;120;78;198;Pt;-29904.018;2.100;7.9141512;0.0106;-323.2251;2.0595;967896.718;2.254;-1;8.14090122119671;-0.22675002119671017;-0.0025741000000003567;-0.010176700000000594
40;119;79;198;Au;-29580.793;0.540;7.9085675;0.0027;1373.5226;0.4905;968243.714;0.579;1;8.140123608907157;-0.2315561089071565;-0.0037881999999997973;-0.013282600000000144
38;118;80;198;Hg;-30954.315;0.458;7.9115532;0.0023;-3425.5625;7.5590;966769.177;0.491;-1;8.149547761048021;-0.23799456104802097;-0.0028408000000004208;-0.01476660000000063
36;117;81;198;Tl;-27528.753;7.545;7.890301099999999;0.0381;-1461.3103;11.5537;970446.669;8.100;1;8.1370141082835;-0.24671300828350073;-0.0026084999999991254;-0.017249999999998877
34;116;82;198;Pb;-26067.443;8.750;7.8789695;0.0442;-6693.5916;28.9259;972015.450;9.393;-1;8.134682219949395;-0.25571271994939515;-0.0027914999999998358;-0.016128300000000095
32;115;83;198;Bi;-19373.851;27.571;7.8412123000000005;0.1392;-3900.5727;32.6152;979201.316;29.598;1;8.110392526709907;-0.2691802267099064;-0.0020268000000012165;-0.010374500000001063
30;114;84;198;Po;-15473.278;17.424;7.8175611;0.0880;-8764.5316;18.1013;983388.753;18.705;-1;8.096304597900835;-0.27874349790083475;-0.0029369999999993013;-0.006873699999998983
28;113;85;198;At;-6708.747;4.904;7.7693446;0.0248;-5478.4271;14.2879;992797.864;5.265;1;8.060258864186379;-0.29091426418637845;-0.0029289999999999594;-0.006459099999999829
26;112;86;198;Rn;-1230.320;13.420;7.737724500000001;0.0678;-10808.0177;33.8991;998679.197;14.406;-1;8.034414894902337;-0.2966903949023365;-0.0025719000000004044;
24;111;87;198;Fr;9577.698;31.130;7.6791873;0.1572;*;;010282.081;33.419;1;7.986613120712917;-0.30742582071291746;;
49;124;75;199;Re;-14730;400;7.85;2;5541;447;984187;429;0;8.063472262376933;-0.21347226237693384;;
47;123;76;199;Os;-20270;200;7.874;1;4128;204;978239;215;0;8.090174782816849;-0.2161747828168492;-0.0019999999999988916;-0.009166299999999517
45;122;77;199;Ir;-24398.534;41.054;7.8912066;0.2063;2990.1656;41.0030;973807.097;44.073;0;8.111054400768667;-0.21984780076866706;-0.003412900000000718;-0.01023800000000108
43;121;78;199;Pt;-27388.700;2.159;7.9023011;0.0109;1705.0525;2.1201;970597.022;2.317;0;8.126111116232385;-0.2238100162323855;-0.0027970999999995527;-0.010041499999999814
41;120;79;199;Au;-29093.752;0.542;7.9069379;0.0027;452.3142;0.6126;968766.573;0.581;0;8.135344929208001;-0.22840702920800116;-0.0030457999999997654;-0.013603800000000277
39;119;80;199;Hg;-29546.066;0.526;7.9052794;0.0027;-1486.6695;27.9498;968280.994;0.564;0;8.13875583969552;-0.23347643969551957;-0.004357900000001358;-0.0167092000000002
37;118;81;199;Tl;-28059.397;27.945;7.8938773;0.1404;-2827.6624;28.7653;969877.000;30.000;0;8.136343847694937;-0.2424665476949368;-0.0029103999999993135;-0.01722849999999898
35;117;82;199;Pb;-25231.734;6.821;7.8757366;0.0343;-4434.1181;12.6179;972912.620;7.322;0;8.128108953206254;-0.25237235320625473;-0.0023127999999994486;-0.016271099999999983
33;116;83;199;Bi;-20797.616;10.615;7.849523199999999;0.0533;-5558.7875;11.9224;977672.841;11.395;0;8.114051156229474;-0.26452795622947445;-0.0025402999999988296;-0.011320299999998618
31;115;84;199;Po;-15238.829;5.429;7.8176581999999994;0.0273;-6415.4515;7.6464;983640.445;5.828;0;8.094170456764592;-0.276512256764593;-0.003040899999999347;-0.007016799999999712
29;114;85;199;At;-8823.377;5.384;7.7814883;0.0271;-7263.5308;9.0686;990527.715;5.780;0;8.068466854811609;-0.2869785548116086;-0.002805600000001185;-0.00650510000000093
27;113;86;199;Rn;-1559.846;7.297;7.7410568;0.0367;-8331.2349;15.5446;998325.436;7.833;0;8.036940350370529;-0.2958835503705286;-0.0029772000000010124;-0.006989200000000473
25;112;87;199;Fr;6771.388;13.726;7.6952599;0.0690;*;;007269.384;14.734;0;7.999590943441347;-0.30433104344134687;-0.0019190999999993963;
48;124;76;200;Os;-18550;300;7.867;1;3020;358;980086;322;-1;8.079032863114772;-0.21203286311477232;-0.004999999999999893;
46;123;77;200;Ir;-21570;196;7.878;1;5030;197;976844;210;1;8.093816581617775;-0.21581658161777462;-0.0039999999999995595;-0.009090000000000487
44;122;78;200;Pt;-26599.178;20.110;7.8991986;0.1006;640.9158;33.4386;971444.609;21.588;-1;8.118670907894554;-0.21947230789455396;-0.002685099999999885;-0.011546700000001131
42;121;79;200;Au;-27240.094;26.717;7.8984915;0.1336;2263.1737;26.7188;970756.558;28.681;1;8.121917458147943;-0.22342595814794208;-0.0025055000000007155;-0.013762400000000952
40;120;80;200;Hg;-29503.267;0.530;7.9058956;0.0027;-2456.0403;5.7346;968326.941;0.568;-1;8.135234616175108;-0.22933901617510788;-0.003387500000000543;-0.015489500000000156
38;119;81;200;Tl;-27047.227;5.759;7.8897037;0.0288;-796.3695;11.5360;970963.608;6.182;1;8.126943998178884;-0.23724029817888415;-0.0028857000000011013;-0.01825420000000033
36;118;82;200;Pb;-26250.858;10.008;7.8818101;0.0500;-5880.2841;24.8094;971818.546;10.744;-1;8.128723987956434;-0.24691388795643388;-0.0025002000000000635;-0.017261699999999713
34;117;83;200;Bi;-20370.574;22.701;7.8484969;0.1135;-3428.8901;23.9327;978131.290;24.370;1;8.108896201710598;-0.26039930171059833;-0.0031957999999994158;-0.012129000000000723
32;116;84;200;Po;-16941.683;7.579;7.8274407;0.0379;-7953.7897;25.6119;981812.355;8.136;-1;8.099139023238534;-0.2716983232385335;-0.002515000000000711;-0.006610100000000507
30;115;85;200;At;-8987.894;24.465;7.7837601;0.1223;-4987.4394;25.1411;990351.099;26.264;1;8.067774068743086;-0.2840139687430856;-0.0036119000000010004;-0.007295400000000285
28;114;86;200;Rn;-4000.454;5.792;7.7549111;0.0290;-10134.0327;31.0688;995705.335;6.217;-1;8.04647972202141;-0.2915686220214093;-0.0027958999999997403;-0.006692700000000329
26;113;87;200;Fr;6133.578;30.524;7.7003292000000005;0.1526;*;;006584.666;32.769;1;8.003577599276348;-0.30324839927634706;-0.0024586000000015318;
49;125;76;201;Os;-14840;300;7.849;1;5000;361;984069;322;0;8.059436177012337;-0.21043617701233686;-0.010000000000000675;
47;124;77;201;Ir;-19840;200;7.87;1;3901;206;978701;215;0;8.08392642704892;-0.2139264270489205;-0.003793400000000169;-0.00913500000000056
45;123;78;201;Pt;-23740.705;50.103;7.8858337;0.2493;2660.0000;50.0000;974513.305;53.788;0;8.102701627513582;-0.21686792751358208;-0.0023663000000002654;-0.010184600000000543
43;122;79;201;Au;-26400.705;3.218;7.8951752;0.0160;1261.8237;3.1471;971657.678;3.455;0;8.115761778406325;-0.22058657840632545;-0.0025474999999994807;-0.013090799999999625
41;121;80;201;Hg;-27662.529;0.712;7.8975607;0.0036;-481.7508;14.1815;970303.054;0.763;0;8.123106879727146;-0.22554617972714652;-0.0023591999999990065;-0.015423299999999251
39;120;81;201;Tl;-27180.778;14.185;7.8912717;0.0706;-1909.7458;18.5299;970820.235;15.228;0;8.124736931476047;-0.23346523147604703;-0.002613100000000479;-0.018129300000000015
37;119;82;201;Pb;-25271.033;13.747;7.8778782000000005;0.0684;-3842.0269;18.3637;972870.431;14.758;0;8.120651933653024;-0.24277373365302335;-0.0026228000000010354;-0.017613800000001234
35;118;83;201;Bi;-21429.006;12.177;7.8548713;0.0606;-4907.8397;13.1377;976995.017;13.072;0;8.11085188625808;-0.2559805862580804;-0.002743200000001167;-0.012216600000000355
33;117;84;201;Po;-16521.166;4.942;7.8265619;0.0246;-5731.7247;9.5606;982263.799;5.305;0;8.095336789291217;-0.2687748892912172;-0.002602400000000671;-0.007043499999999092
31;116;85;201;At;-10789.441;8.184;7.7941536;0.0407;-6682.0288;13.0163;988417.058;8.786;0;8.074106642752433;-0.2799530427524335;-0.0031701999999986796;-0.007074799999999826
29;115;86;201;Rn;-4107.413;10.121;7.7570174;0.0504;-7695.9856;13.5972;995590.511;10.865;0;8.047161446641725;-0.2901440466417258;-0.002634299999998646;-0.006575100000000056
27;114;87;201;Fr;3588.573;9.080;7.7148367;0.0452;-8348.2439;22.2391;003852.491;9.747;0;8.014501200959097;-0.29966450095909725;-0.002704300000000437;
25;113;88;201;Ra;11936.817;20.301;7.6694108;0.1010;*;;012814.699;21.794;0;7.976125905704548;-0.30671510570454874;;
50;126;76;202;Os;-12530;400;7.839;2;4110;500;986548;429;-1;8.047183354657411;-0.208183354657411;;
48;125;77;202;Ir;-16640;300;7.855;1;6052;301;982136;322;1;8.065622327483924;-0.2106223274839234;-0.009000000000000341;
46;124;78;202;Pt;-22692.128;25.150;7.8815609;0.1245;1660.8540;34.2759;975639.000;27.000;-1;8.09400355628281;-0.21244265628281056;-0.0049232000000003495;-0.010576300000000316
44;123;79;202;Au;-24352.982;23.287;7.88591;0.1153;2992.3278;23.2980;973856.000;25.000;1;8.101117961842276;-0.21520796184227553;-0.005328499999999181;-0.013796199999999814
42;122;80;202;Hg;-27345.310;0.705;7.896850499999999;0.0035;-1364.8906;1.8348;970643.604;0.757;-1;8.118174623374115;-0.22132412337411544;-0.002259899999998538;-0.014569799999998523
40;121;81;202;Tl;-25980.419;1.838;7.8862206;0.0091;-39.8110;4.1863;972108.874;1.972;1;8.11396446166653;-0.22774386166653038;-0.002713699999999264;-0.019733999999998808
38;120;82;202;Pb;-25940.608;3.796;7.8821505;0.0188;-5189.7539;14.5070;972151.613;4.075;-1;8.119696555931322;-0.23754605593132183;-0.0025582999999995693;-0.01932309999999937
36;119;83;202;Bi;-20750.854;14.002;7.8525857;0.0693;-2809.2850;16.4660;977723.042;15.032;1;8.10416182695669;-0.2515761269566896;-0.002458799999999428;-0.011915499999998858
34;118;84;202;Po;-17941.569;8.670;7.8348053;0.0429;-7346.4628;28.9311;980738.934;9.307;-1;8.098569353954431;-0.26376405395443125;-0.003087599999999746;-0.007226199999999849
32;117;85;202;At;-10595.106;27.601;7.794563699999999;0.1366;-4320.5458;32.6924;988625.686;29.631;1;8.07171005771275;-0.2771463577127502;-0.001815099999998182;-0.00593739999999876
30;116;86;202;Rn;-6274.561;17.520;7.7693018;0.0867;-9376.0984;18.5296;993263.982;18.808;-1;8.054793017443444;-0.2854912174434441;-0.0031181999999994048;-0.007039099999999188
28;115;87;202;Fr;3101.538;6.033;7.7190125;0.0299;-5973.3620;16.1841;003329.637;6.476;1;8.016609153934716;-0.29759665393471657;-0.0030026999999988035;
26;114;88;202;Ra;9074.900;15.018;7.6855684;0.0743;*;;009742.305;16.122;-1;7.988367546398362;-0.30279914639836214;;
51;127;76;203;Os;-7270;400;7.814;2;7100;565;992195;429;0;8.026628739356564;-0.212628739356564;;
49;126;77;203;Ir;-14370;400;7.845;2;5140;447;984573;429;0;8.05458582809851;-0.20958582809851034;-0.01499999999999968;
47;125;78;203;Pt;-19510;200;7.867;1;3633;200;979055;215;0;8.07693264535809;-0.20993264535808986;-0.01216629999999963;-0.01026749999999943
45;124;79;203;Au;-23143.444;3.083;7.880865;0.0152;2125.7592;3.4514;975154.492;3.309;0;8.093669191135303;-0.21280419113530336;-0.006554799999999972;-0.013335399999999886
