N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;A2;atomic_mass;atomic_mass_unc;bind_ene_total;delta;bind_ene_teo;bind_ene_teo_total;Diff_bind_ene
0;8;8;16;O;-4737.00135;0.00016;7.976206;0.000;-15417.254;8.321;15;994914.61960;0.00017;127.619296;-1;7.6649554929464765;122.63928788714362;0.31125050705352386
1;9;8;17;O;-808.76348;0.00066;7.7507280000000005;0.000;-2760.465;0.248;16;999131.75664;0.00070;131.76237600000002;0;7.636319966152492;129.81743942459235;0.11440803384750886
-1;8;9;17;F;1951.702;0.248;7.542328;0.015;-14548.746;0.432;17;002095.238;0.266;128.21957600000002;0;7.379638627788831;125.45385667241013;0.16268937221116975
2;10;8;18;O;-782.81560;0.00071;7.767097;0.000;-1655.929;0.463;17;999159.61284;0.00076;139.807746;-1;7.782061632964862;140.07710939336752;-0.014964632964862723
0;9;9;18;F;873.113;0.463;7.631638;0.026;-4444.501;0.589;18;000937.325;0.497;137.369484;1;7.537316836050779;135.67170304891403;0.0943211639492203
-2;8;10;18;Ne;5317.614;0.363;7.341257;0.020;-19720.374;93.882;18;005708.693;0.390;132.142626;-1;7.278387366241396;131.01097259234513;0.06286963375860388
3;11;8;19;O;3332.858;2.637;7.566495;0.139;4820.302;2.637;19;003577.970;2.830;143.763405;0;7.530426460027026;143.0781027405135;0.0360685399729741
1;10;9;19;F;-1487.44420;0.00086;7.779018;0.000;-3239.494;0.160;18;998403.16288;0.00093;147.801342;0;7.823250499453951;148.64175948962506;-0.044232499453951135
-1;9;10;19;Ne;1752.050;0.160;7.567343;0.008;-11177.340;10.536;19;001880.903;0.171;143.779517;0;7.575911422776303;143.94231703274977;-0.008568422776303208
-3;8;11;19;Na;12929.390;10.535;6.9378850000000005;0.554;-18898.998;51.099;19;013880.272;11.309;131.819815;0;6.788409229994082;128.97977536988756;0.14947577000591838
4;12;8;20;O;3796.172;0.885;7.568569999999999;0.044;3813.635;0.885;20;004075.358;0.950;151.3714;-1;7.477374711715231;149.54749423430462;0.09119528828476842
2;11;9;20;F;-17.463;0.030;7.720134;0.002;7024.467;0.030;19;999981.252;0.031;154.40268;1;7.71626093116153;154.3252186232306;0.0038730688384696066
0;10;10;20;Ne;-7041.93055;0.00157;8.03224;0.000;-13892.535;1.114;19;992440.17619;0.00168;160.6448;-1;7.967711769676754;159.35423539353508;0.06452823032324595
-2;9;11;20;Na;6850.604;1.114;7.298496;0.056;-10627.088;2.171;20;007354.426;1.195;145.96992;1;7.229968773340998;144.59937546681996;0.06852722665900224
-4;8;12;20;Mg;17477.692;1.863;6.728025;0.093;*;;20;018763.075;2.000;134.5605;-1;6.504790396074169;130.09580792148338;0.22323460392583083
5;13;8;21;O;8062.035;12.000;7.389374;0.571;8109.640;12.134;21;008654.950;12.882;155.176854;0;7.122724330828628;149.5772109474012;0.2666496691713718
3;12;9;21;F;-47.605;1.800;7.738293;0.086;5684.171;1.800;20;999948.894;1.932;162.504153;0;7.77079042040766;163.18659882856085;-0.032497420407660016
1;11;10;21;Ne;-5731.776;0.038;7.971712999999999;0.002;-3547.145;0.090;20;993846.685;0.041;167.405973;0;7.975211624166858;167.479444107504;-0.0034986241668581997
-1;10;11;21;Na;-2184.631;0.098;7.765547;0.005;-13088.480;0.761;20;997654.702;0.105;163.076487;0;7.735987942106222;162.45574678423066;0.029559057893777663
-3;9;12;21;Mg;10903.850;0.755;7.105031;0.036;-16086;596;21;011705.764;0.810;149.20565100000002;0;7.0531193742257505;148.11550685874076;0.05191162577424979
-5;8;13;21;Al;26990;596;6.302;28;*;;21;028975;640;132.34199999999998;0;5.926605920525448;124.45872433103442;0.3753940794745514
6;14;8;22;O;9283.033;56.921;7.364871;2.587;6489.660;58.256;22;009965.746;61.107;162.027162;-1;6.966745912656091;153.268410078434;0.3981250873439093
4;13;9;22;F;2793.373;12.399;7.624295;0.564;10818.092;12.399;22;002998.809;13.310;167.73449;1;7.526336212436461;165.57939667360213;0.09795878756353904
2;12;10;22;Ne;-8024.719;0.018;8.080465;0.001;-2843.207;0.171;21;991385.109;0.018;177.77023;-1;8.115196648204803;178.53432626050565;-0.03473164820480257
0;11;11;22;Na;-5181.511;0.171;7.915667;0.008;-4781.578;0.321;21;994437.418;0.183;174.144674;1;7.865018847894627;173.0304146536818;0.050648152105373434
-2;10;12;22;Mg;-399.933;0.313;7.662761000000001;0.014;-18601;401;21;999570.654;0.335;168.58074200000001;-1;7.644111183572421;168.17044603859327;0.01864981642757968
-4;9;13;22;Al;18201;401;6.782;18;-15137;643;22;019540;430;149.204;1;6.584165283171699;144.85163622977737;0.197834716828301
-6;8;14;22;Si;33338;503;6.058;23;*;;22;035790;540;133.276;-1;5.553489518758945;122.17676941269679;0.5045104812410548
